Freq.	V(out)
4.17000000000000e-02	(-5.44397822864076e+01dB,-1.04329392847928e+02°)
4.26713177781074e-02	(-5.38397629070368e+01dB,-1.04665066225879e+02°)
4.36652604537225e-02	(-5.32397430828598e+01dB,-1.05008698241655e+02°)
4.46823550284082e-02	(-5.26397228502137e+01dB,-1.05360484623213e+02°)
4.57231407791708e-02	(-5.20397022544686e+01dB,-1.05720626442098e+02°)
4.67881695443919e-02	(-5.14396813514256e+01dB,-1.06089330299182e+02°)
4.78780060164200e-02	(-5.08396602089128e+01dB,-1.06466808519694e+02°)
4.89932280409784e-02	(-5.02396389086094e+01dB,-1.06853279358202e+02°)
5.01344269235461e-02	(-4.96396175481278e+01dB,-1.07248967214225e+02°)
5.13022077428763e-02	(-4.90395962433918e+01dB,-1.07654102859223e+02°)
5.24971896718168e-02	(-4.84395751313525e+01dB,-1.08068923675779e+02°)
5.37200063056037e-02	(-4.78395543730887e+01dB,-1.08493673909851e+02°)
5.49713059978022e-02	(-4.72395341573474e+01dB,-1.08928604937027e+02°)
5.62517522040719e-02	(-4.66395147045865e+01dB,-1.09373975543829e+02°)
5.75620238339403e-02	(-4.60394962715903e+01dB,-1.09830052225167e+02°)
5.89028156107688e-02	(-4.54394791567408e+01dB,-1.10297109499147e+02°)
6.02748384401052e-02	(-4.48394637060363e+01dB,-1.10775430240540e+02°)
6.16788197866142e-02	(-4.42394503199651e+01dB,-1.11265306034334e+02°)
6.31155040597898e-02	(-4.36394394613555e+01dB,-1.11767037550878e+02°)
6.45856530086504e-02	(-4.30394316643414e+01dB,-1.12280934944295e+02°)
6.60900461256284e-02	(-4.24394275446042e+01dB,-1.12807318275951e+02°)
6.76294810598673e-02	(-4.18394278110716e+01dB,-1.13346517964915e+02°)
6.92047740401462e-02	(-4.12394332792827e+01dB,-1.13898875267515e+02°)
7.08167603076547e-02	(-4.06394448866585e+01dB,-1.14464742788252e+02°)
7.24662945588489e-02	(-4.00394637099509e+01dB,-1.15044485024527e+02°)
7.41542513986230e-02	(-3.94394909851810e+01dB,-1.15638478947811e+02°)
7.58815258040362e-02	(-3.88395281304267e+01dB,-1.16247114624112e+02°)
7.76490335988415e-02	(-3.82395767718669e+01dB,-1.16870795876793e+02°)
7.94577119390673e-02	(-3.76396387735501e+01dB,-1.17509940995033e+02°)
8.13085198099104e-02	(-3.70397162714242e+01dB,-1.18164983491448e+02°)
8.32024385342022e-02	(-3.64398117122373e+01dB,-1.18836372912648e+02°)
8.51404722927193e-02	(-3.58399278980129e+01dB,-1.19524575706743e+02°)
8.71236486566134e-02	(-3.52400680368977e+01dB,-1.20230076152070e+02°)
8.91530191322430e-02	(-3.46402358012988e+01dB,-1.20953377351675e+02°)
9.12296597186962e-02	(-3.40404353943578e+01dB,-1.21695002298306e+02°)
9.33546714782997e-02	(-3.34406716259565e+01dB,-1.22455495014938e+02°)
9.55291811204160e-02	(-3.28409499996227e+01dB,-1.23235421776014e+02°)
9.77543415988406e-02	(-3.22412768118947e+01dB,-1.24035372414817e+02°)
1.00031332723113e-01	(-3.16416592659283e+01dB,-1.24855961722439e+02°)
1.02361361784066e-01	(-3.10421056013767e+01dB,-1.25697830943933e+02°)
1.04745664193949e-01	(-3.04426252428624e+01dB,-1.26561649377142e+02°)
1.07185504141461e-01	(-2.98432289696779e+01dB,-1.27448116079548e+02°)
1.09682175262037e-01	(-2.92439291097237e+01dB,-1.28357961688177e+02°)
1.12237001323752e-01	(-2.86447397610962e+01dB,-1.29291950357028e+02°)
1.14851336929201e-01	(-2.80456770452082e+01dB,-1.30250881815717e+02°)
1.17526568233728e-01	(-2.74467593958407e+01dB,-1.31235593551910e+02°)
1.20264113680379e-01	(-2.68480078891082e+01dB,-1.32246963118556e+02°)
1.23065424751988e-01	(-2.62494466199687e+01dB,-1.33285910564896e+02°)
1.25931986740764e-01	(-2.56511031316243e+01dB,-1.34353400987504e+02°)
1.28865319535817e-01	(-2.50530089049522e+01dB,-1.35450447194162e+02°)
1.31866978429021e-01	(-2.44551999159677e+01dB,-1.36578112468900e+02°)
1.34938554939655e-01	(-2.38577172702571e+01dB,-1.37737513420934e+02°)
1.38081677658240e-01	(-2.32606079243177e+01dB,-1.38929822893160e+02°)
1.41298013110047e-01	(-2.26639255047992e+01dB,-1.40156272897146e+02°)
1.44589266638705e-01	(-2.20677312377275e+01dB,-1.41418157530695e+02°)
1.47957183310401e-01	(-2.14720950008882e+01dB,-1.42716835820833e+02°)
1.51403548839132e-01	(-2.08770965136029e+01dB,-1.44053734418882e+02°)
1.54930190533521e-01	(-2.02828266790896e+01dB,-1.45430350054762e+02°)
1.58538978265674e-01	(-1.96893890953711e+01dB,-1.46848251634178e+02°)
1.62231825462615e-01	(-1.90969017511737e+01dB,-1.48309081834410e+02°)
1.66010690120808e-01	(-1.85054989232885e+01dB,-1.49814558021403e+02°)
1.69877575844315e-01	(-1.79153332912514e+01dB,-1.51366472272270e+02°)
1.73834532907130e-01	(-1.73265782836920e+01dB,-1.52966690242723e+02°)
1.77883659340264e-01	(-1.67394306679824e+01dB,-1.54617148568156e+02°)
1.82027102044149e-01	(-1.61541133905016e+01dB,-1.56319850430165e+02°)
1.86267057926951e-01	(-1.55708786684437e+01dB,-1.58076858857935e+02°)
1.90605775069402e-01	(-1.49900113250969e+01dB,-1.59890287267434e+02°)
1.95045553916761e-01	(-1.44118323482611e+01dB,-1.61762286673241e+02°)
1.99588748498540e-01	(-1.38367026352890e+01dB,-1.63695028941966e+02°)
2.04237767676642e-01	(-1.32650268674134e+01dB,-1.65690685398291e+02°)
2.08995076422572e-01	(-1.26972574299270e+01dB,-1.67751400052833e+02°)
2.13863197124399e-01	(-1.21338982629292e+01dB,-1.69879256706090e+02°)
2.18844710924155e-01	(-1.15755084895914e+01dB,-1.72076239208752e+02°)
2.23942259086395e-01	(-1.10227056255955e+01dB,-1.74344184242829e+02°)
2.29158544398629e-01	(-1.04761681257854e+01dB,-1.76684726150521e+02°)
2.34496332604375e-01	(-9.93663697444945e+00dB,-1.79099233600395e+02°)
2.39958453869594e-01	(-9.40491597785786e+00dB,1.78411261735258e+02°)
2.45547804283280e-01	(-8.88187037728484e+00dB,1.75846143794185e+02°)
