Freq.	V(out)
2.00000000000000e+01	(1.26924311257402e-03dB,-1.50775187177072e+01°)
2.04658598456151e+01	(1.33152797835319e-03dB,-1.54297663974438e+01°)
2.09425709610180e+01	(1.39682962924247e-03dB,-1.57902946959614e+01°)
2.14303861047521e+01	(1.46538468969074e-03dB,-1.61593019815343e+01°)
2.19295639228637e+01	(1.53728053593898e-03dB,-1.65369917070717e+01°)
2.24403690860393e+01	(1.61265924532411e-03dB,-1.69235724848621e+01°)
2.29630724299376e+01	(1.69177465345701e-03dB,-1.73192582182662e+01°)
2.34979510987906e+01	(1.77478013623583e-03dB,-1.77242683419236e+01°)
2.40452886923483e+01	(1.86185049152193e-03dB,-1.81388279431867e+01°)
2.46053754162476e+01	(1.95323890956511e-03dB,-1.85631679137542e+01°)
2.51785082358833e+01	(2.04912867410342e-03dB,-1.89975251870927e+01°)
2.57649910338627e+01	(2.14975598431524e-03dB,-1.94421428782746e+01°)
2.63651347711281e+01	(2.25538240626914e-03dB,-1.98972704931198e+01°)
2.69792576518331e+01	(2.36625032984919e-03dB,-2.03631641559416e+01°)
2.76076852920577e+01	(2.48266598099971e-03dB,-2.08400867791286e+01°)
2.82507508924551e+01	(2.60484221541122e-03dB,-2.13283083720149e+01°)
2.89087954149185e+01	(2.73316435993681e-03dB,-2.18281061409805e+01°)
2.95821677633641e+01	(2.86786539415970e-03dB,-2.23397649049371e+01°)
3.02712249687241e+01	(3.00935758790065e-03dB,-2.28635771806880e+01°)
3.09763323782496e+01	(3.15793725892522e-03dB,-2.33998436105470e+01°)
3.16978638492223e+01	(3.31400270058878e-03dB,-2.39488731344316e+01°)
3.24362019471786e+01	(3.47792450339920e-03dB,-2.45109833651918e+01°)
3.31917381487512e+01	(3.65012361692301e-03dB,-2.50865008521026e+01°)
3.39648730492349e+01	(3.83103174032099e-03dB,-2.56757614591205e+01°)
3.47560165749875e+01	(4.02109411501089e-03dB,-2.62791106919306e+01°)
3.55655882007784e+01	(4.22082784589717e-03dB,-2.68969040564350e+01°)
3.63940171721996e+01	(4.43069745898589e-03dB,-2.75295075228601e+01°)
3.72417427332573e+01	(4.65123052922411e-03dB,-2.81772978806554e+01°)
3.81092143592649e+01	(4.88300820088100e-03dB,-2.88406631778952e+01°)
3.89968919951609e+01	(5.12657718290747e-03dB,-2.95200032590170e+01°)
3.99052462993776e+01	(5.38255829221592e-03dB,-3.02157301943716e+01°)
4.08347588933905e+01	(5.65158633552050e-03dB,-3.09282688563874e+01°)
4.17859226170808e+01	(5.93434920924090e-03dB,-3.16580574641202e+01°)
4.27592417900446e+01	(6.23146755183632e-03dB,-3.24055482692415e+01°)
4.37552324789910e+01	(6.54373963078463e-03dB,-3.31712080456160e+01°)
4.47744227713667e+01	(6.87182274117347e-03dB,-3.39555189936678e+01°)
4.58173530553554e+01	(7.21653249492107e-03dB,-3.47589793029632e+01°)
4.68845763063984e+01	(7.57863032073293e-03dB,-3.55821040675846e+01°)
4.79766583803898e+01	(7.95889214925988e-03dB,-3.64254261289691e+01°)
4.90941783137006e+01	(8.35815851314044e-03dB,-3.72894969498890e+01°)
5.02377286301915e+01	(8.77722834016366e-03dB,-3.81748876953118e+01°)
5.14079156553772e+01	(9.21684716463587e-03dB,-3.90821903075722e+01°)
5.26053598379076e+01	(9.67786444602699e-03dB,-4.00120185716377e+01°)
5.38306960785382e+01	(1.01609921920605e-02dB,-4.09650095302125e+01°)
5.50845740667633e+01	(1.06669663191034e-02dB,-4.19418247383503e+01°)
5.63676586252890e+01	(1.11963695093009e-02dB,-4.29431518766199e+01°)
5.76806300625320e+01	(1.17497522030084e-02dB,-4.39697062480556e+01°)
5.90241845333276e+01	(1.23274997465230e-02dB,-4.50222326491728e+01°)
6.03990344080402e+01	(1.29298010422843e-02dB,-4.61015072649673e+01°)
6.18059086502717e+01	(1.35567335461978e-02dB,-4.72083396859304e+01°)
6.32455532033675e+01	(1.42078910735006e-02dB,-4.83435754447589e+01°)
6.47187313859256e+01	(1.48827006136479e-02dB,-4.95080982294819e+01°)
6.62262242965181e+01	(1.55799615202589e-02dB,-5.07028329448359e+01°)
6.77688312278404e+01	(1.62980258535812e-02dB,-5.19287484910571e+01°)
6.93473700905062e+01	(1.70344973513183e-02dB,-5.31868612152881e+01°)
7.09626778467150e+01	(1.77861131989350e-02dB,-5.44782385242611e+01°)
7.26156109540201e+01	(1.85485909204107e-02dB,-5.58040028472779e+01°)
7.43070458194344e+01	(1.93162141180275e-02dB,-5.71653361731344e+01°)
7.60378792641121e+01	(2.00818264819130e-02dB,-5.85634846371455e+01°)
7.78090289988560e+01	(2.08362778449946e-02dB,-5.99997640214649e+01°)
7.96214341106993e+01	(2.15680447021119e-02dB,-6.14755655132377e+01°)
8.14760555608224e+01	(2.22627409633610e-02dB,-6.29923621003099e+01°)
8.33738766940669e+01	(2.29026075084255e-02dB,-6.45517154811400e+01°)
8.53159037603184e+01	(2.34655324494366e-02dB,-6.61552839397902e+01°)
8.73031664480330e+01	(2.39244704593144e-02dB,-6.78048304567899e+01°)
8.93367184301924e+01	(2.42462512328220e-02dB,-6.95022318974699e+01°)
9.14176379229748e+01	(2.43903212032739e-02dB,-7.12494889047512e+01°)
9.35470282574394e+01	(2.43072097299008e-02dB,-7.30487365318852e+01°)
9.57260184645275e+01	(2.39368653250847e-02dB,-7.49022555162349e+01°)
9.79557638736890e+01	(2.32063269807509e-02dB,-7.68124845637891e+01°)
1.00237446725454e+02	(2.20273616184557e-02dB,-7.87820329368025e+01°)
1.02572276798273e+02	(2.02931921244336e-02dB,-8.08136938307098e+01°)
1.04961492049954e+02	(1.78749308253415e-02dB,-8.29104577928187e+01°)
1.07406359274050e+02	(1.46174789191742e-02dB,-8.50755259732224e+01°)
1.09908174771525e+02	(1.03340258722596e-02dB,-8.73123231198928e+01°)
1.12468265038070e+02	(4.80034752871363e-03dB,-8.96245088501682e+01°)
1.15087987467431e+02	(-2.25224688511339e-03dB,-9.20159869011698e+01°)
1.17768731071118e+02	(-1.11453452642387e-02dB,-9.44909108968455e+01°)
1.20511917214871e+02	(-2.22627947442279e-02dB,-9.70536848440428e+01°)
1.23319000372296e+02	(-3.60616845729494e-02dB,-9.97089563611332e+01°)
1.26191468896038e+02	(-5.30848801595413e-02dB,-1.02461599896293e+02°)
1.29130845806931e+02	(-7.39750534427176e-02dB,-1.05316686544339e+02°)
1.32138689601519e+02	(-9.94899429435452e-02dB,-1.08279436349536e+02°)
1.35216595078396e+02	(-1.30519444512045e-01dB,-1.11355148178864e+02°)
1.38366194183787e+02	(-1.68102859691111e-01dB,-1.14549101776186e+02°)
1.41589156876827e+02	(-2.13446678329499e-01dB,-1.17866425808163e+02°)
1.44887192014998e+02	(-2.67941301776929e-01dB,-1.21311925921789e+02°)
