Frequency,Nominal,Min,Max
0.225,0.999056628488958,0.9935242606129879,1.0026933097263
0.23,0.999012143779605,0.9932342578563871,1.0028128547874184
0.235,0.9989664961394296,0.9929379713738651,1.0029348936790183
0.24,0.9989196735679146,0.9926354071069803,1.0030594175172645
0.245,0.9988716638154777,0.9923265711327551,1.0031864172085223
0.25,0.9988224543840939,0.9920114696641175,1.003315883448174
0.255,0.9987720325279393,0.9916901090503483,1.00344780671941
0.26,0.9987203852540529,0.9913624957775314,1.0035821772920017
0.27,0.9986133612496483,0.9906885378858515,1.0038582203456774
0.275,0.9985579573037358,0.9903422069272919,1.0039998722877956
0.28,0.9985012735107593,0.9899896506312194,1.0041439304507125
0.285,0.9984432956526602,0.9896308761746321,1.0042903840178243
0.29,0.9983840092686157,0.98926589087411,1.0044392219512386
0.295,0.9983233996558417,0.9888947021862857,1.0045904329903839
0.3,0.9982614518704133,0.9885173177083202,1.0047440056505985
0.305,0.9981981507281087,0.9881337451783752,1.0048999282216942
0.31,0.9981334808052703,0.9877439924760896,1.0050581887664998
0.315,0.9980674264396969,0.9873480676230567,1.0052187751193835
0.32,0.9979999717315516,0.9869459787833005,1.0053816748847537
0.33,0.9978607965056268,0.9861233425147363,1.0057143639116244
0.34,0.9977158232120913,0.9852761518493297,1.006056152024805
0.35,0.9975649161955045,0.9844044772753876,1.0064069316230486
0.36,0.9974079360936914,0.9835083916057249,1.0067665912744814
0.37,0.9972447398726602,0.982587969992676,1.0071350156636192
0.39,0.996899108799048,0.9806744313322021,1.0078976776483368
0.4,0.9967163698571767,0.9796814764195312,1.008291664700587
0.41,0.9965268066994138,0.9786645098614234,1.0086939152893777
0.42,0.9963302585162798,0.9776236187255453,1.0091042938434176
0.432,0.9960849489815347,0.9763430950962526,1.0096072798854594
0.445,0.9958072424779917,0.9749173141517853,1.0101648720837284
0.458,0.9955167347221949,0.9734516483240057,1.0107353412717146
0.475,0.9951168788688229,0.971475187797292,1.0115001982740872
0.488,0.9947953362864246,0.9699183172158697,1.0120990560176626
0.5,0.9944860074576949,0.9684464587664472,1.0126622369509233
0.515,0.9940819321144732,0.9665600218513282,1.0133797642240765
0.53,0.9936578977053597,0.9646221466057173,1.0141117740919823
0.55,0.9930603163558708,0.9619589777560766,1.0151092079175559
0.565,0.9925870935539182,0.9599026277701282,1.015872482187455
0.58,0.992091636235202,0.9577961973156188,1.0166480099753785
0.6,0.991395209943932,0.9549104746220578,1.017699850223274
0.615,0.9908450894056378,0.9526889048070819,1.0185011012262168
0.63,0.9902703221441312,0.9504187556342651,1.0193120810080332
0.645,0.9896701615000908,0.9481005053477531,1.0201319715857136
0.66,0.989043851499169,0.9457346450159503,1.0209599261063627
0.675,0.9883906276336929,0.9433216784768634,1.0217950683427668
0.688,0.9878021332561329,0.9411927360486435,1.0225239727680748
0.7,0.9872400120601629,0.939196795775312,1.0232004700495934
0.715,0.9865112242905589,0.9366607722034959,1.0240502670938811
0.732,0.985649225707283,0.9337320598840619,1.0250178079278411
0.75,0.9846935505782421,0.9305687708807625,1.0260458101562053
0.765,0.9838624177116949,0.927884452158693,1.0269039726945508
0.78,0.9829988530053886,0.9251569039077236,1.0277623274563636
0.8,0.9817955998738352,0.9214539695076883,1.0289051459311838
0.82,0.9805313690081927,0.917676713966463,1.030043533562643
0.84,0.9792042673369402,0.9138266324217809,1.0311746203731824
0.86,0.9778124111467553,0.9099052547423491,1.0322954298367242
0.88,0.9763539310465743,0.9059141444512546,1.0334028782920917
0.9,0.9748269770706054,0.9018548975629662,1.0344937746582321
0.92,0.973229723907943,0.8977291413360869,1.035564820483108
0.94,0.9715603762447897,0.8935385329445013,1.0366126103591926
0.96,0.9698171742036533,0.8892847580699756,1.0376336327393565
0.98,0.9679983988622435,0.8849695294197234,1.038624271187631
1,0.9661023778332056,0.880594585172813,1.0395808060997598
1.02,0.9641274908842513,0.8761616873597117,1.0404994169286284
1.04,0.9620721755767716,0.87167262017956,1.0413761849495247
1.06,0.9599349328996124,0.8671291882601254,1.042207096599683
1.08,0.9577143328733935,0.8625332148656362,1.0429880474256727
1.1,0.9554090200995978,0.8578865400579624,1.0437148466708912
1.12,0.9530177192276368,0.8531910188168149,1.0443832225335967
1.15,0.9492669618711888,0.8460602391818485,1.0452667147601116
1.18,0.9453164467470754,0.8388301096455754,1.0459940063130329
1.2,0.9425702253463832,0.833957983232125,1.04638457356318
1.22,0.9397330218903415,0.8290464411364769,1.0466943769992627
1.25,0.9353051504603028,0.8216093877821598,1.0469975655221146
1.28,0.9306692072683953,0.8140943590123021,1.0470930283984554
1.3,0.9274623467182895,0.8090441900738625,1.047033528928117
1.32,0.9241622347923959,0.8039641141132717,1.0468701124867807
1.35,0.9190370682309259,0.7962920550489401,1.0464200832545236
1.38,0.9137021802349189,0.7885632920643254,1.045710540316088
1.4,0.9100295043996848,0.7833823853328329,1.0450858977198054
1.42,0.906264455143194,0.7781809132015629,1.044334875851665
1.45,0.9004449725675703,0.770344138535175,1.0429621242934068
1.48,0.8944214723477392,0.7624712935533982,1.0412816836431567
1.5,0.8902940021491706,0.7572056548900522,1.0399839626553475
1.55,0.8795923037590122,0.7439944978397776,1.0360923102494146
1.6,0.868360621437075,0.730737309691237,1.0312354367959016
1.65,0.8566244709324585,0.717459683968301,1.0253706109884013
1.7,0.8444137718195828,0.7041860555704302,1.0184655992359364
1.75,0.831762385650448,0.6909396093472838,1.0104999537573607
1.8,0.8187075760854009,0.6777422072295312,1.001466011240818
1.85,0.8052894097487212,0.6634015687623349,0.991369534162374
