Freq.	V(out)
3.50000000000000e-01	(-2.23630454687306e-02dB,-1.62957796478712e+01°)
3.58152547298264e-01	(-2.33945251862679e-02dB,-1.66755257130211e+01°)
3.66494991817815e-01	(-2.44731448823947e-02dB,-1.70641309214919e+01°)
3.75031756833162e-01	(-2.56009860823938e-02dB,-1.74618028146298e+01°)
3.83767368650115e-01	(-2.67802151848051e-02dB,-1.78687538779067e+01°)
3.92706459005687e-01	(-2.80130862299074e-02dB,-1.82852016670346e+01°)
4.01853767523909e-01	(-2.93019436871719e-02dB,-1.87113689381843e+01°)
4.11214144228835e-01	(-3.06492252522701e-02dB,-1.91474837825341e+01°)
4.20792552116094e-01	(-3.20574646440821e-02dB,-1.95937797653949e+01°)
4.30594069784333e-01	(-3.35292943900656e-02dB,-2.00504960701854e+01°)
4.40623894127958e-01	(-3.50674485875657e-02dB,-2.05178776475474e+01°)
4.50887343092597e-01	(-3.66747656268717e-02dB,-2.09961753699316e+01°)
4.61389858494742e-01	(-3.83541908601223e-02dB,-2.14856461920049e+01°)
4.72137008907079e-01	(-4.01087791987247e-02dB,-2.19865533172730e+01°)
4.83134492611009e-01	(-4.19416976198995e-02dB,-2.24991663713478e+01°)
4.94388140617964e-01	(-4.38562275611417e-02dB,-2.30237615823370e+01°)
5.05903919761074e-01	(-4.58557671792067e-02dB,-2.35606219688763e+01°)
5.17687935858872e-01	(-4.79438334482424e-02dB,-2.41100375363887e+01°)
5.29746436952673e-01	(-5.01240640692927e-02dB,-2.46723054822069e+01°)
5.42085816619368e-01	(-5.24002191611760e-02dB,-2.52477304102750e+01°)
5.54712617361389e-01	(-5.47761827003422e-02dB,-2.58366245562125e+01°)
5.67633534075625e-01	(-5.72559636749303e-02dB,-2.64393080236179e+01°)
5.80855417603146e-01	(-5.98436969158814e-02dB,-2.70561090325840e+01°)
5.94385278361610e-01	(-6.25436435656326e-02dB,-2.76873641815029e+01°)
6.08230290062281e-01	(-6.53601911429544e-02dB,-2.83334187233660e+01°)
6.22397793513623e-01	(-6.82978531600370e-02dB,-2.89946268578978e+01°)
6.36895300513494e-01	(-7.13612682471624e-02dB,-2.96713520410143e+01°)
6.51730497832003e-01	(-7.45551987381456e-02dB,-3.03639673132749e+01°)
6.66911251287136e-01	(-7.78845286699144e-02dB,-3.10728556491819e+01°)
6.82445609915315e-01	(-8.13542611494435e-02dB,-3.17984103294051e+01°)
6.98341810239107e-01	(-8.49695150424978e-02dB,-3.25410353382483e+01°)
7.14608280634335e-01	(-8.87355209413907e-02dB,-3.33011457889478e+01°)
7.31253645798913e-01	(-9.26576163730352e-02dB,-3.40791683796999e+01°)
7.48286731325781e-01	(-9.67412402147887e-02dB,-3.48755418836577e+01°)
7.65716568382343e-01	(-1.00991926294606e-01dB,-3.56907176765211e+01°)
7.83552398498918e-01	(-1.05415296164120e-01dB,-3.65251603057774e+01°)
8.01803678468720e-01	(-1.10017051049195e-01dB,-3.73793481061335e+01°)
8.20480085361972e-01	(-1.14802963003371e-01dB,-3.82537738662240e+01°)
8.39591521656821e-01	(-1.19778865316661e-01dB,-3.91489455522875e+01°)
8.59148120489760e-01	(-1.24950642265710e-01dB,-4.00653870951835e+01°)
8.79160251028352e-01	(-1.30324218334728e-01dB,-4.10036392478876e+01°)
8.99638523969101e-01	(-1.35905547089433e-01dB,-4.19642605214527e+01°)
9.20593797163383e-01	(-1.41700599952988e-01dB,-4.29478282083765e+01°)
9.42037181374419e-01	(-1.47715355214387e-01dB,-4.39549395033829e+01°)
9.63980046168357e-01	(-1.53955787700902e-01dB,-4.49862127328056e+01°)
9.86434025942557e-01	(-1.60427859668473e-01dB,-4.60422887050868e+01°)
1.00941102609431e+00	(-1.67137513615616e-01dB,-4.71238321963681e+01°)
1.03292322933323e+00	(-1.74090667908293e-01dB,-4.82315335867800e+01°)
1.05698310214070e+00	(-1.81293216326609e-01dB,-4.93661106648356e+01°)
1.08160340137976e+00	(-1.88751032913187e-01dB,-5.05283106193204e+01°)
1.10679718105893e+00	(-1.96469983829625e-01dB,-5.17189122402545e+01°)
1.13257779925370e+00	(-2.04455948321099e-01dB,-5.29387283528928e+01°)
1.15895892518907e+00	(-2.12714851364824e-01dB,-5.41886085113310e+01°)
1.18595454648721e+00	(-2.21252711150184e-01dB,-5.54694419811032e+01°)
1.21357897658386e+00	(-2.30075705227113e-01dB,-5.67821610431797e+01°)
1.24184686231751e+00	(-2.39190259987284e-01dB,-5.81277446549834e+01°)
1.27077319169535e+00	(-2.48603169136089e-01dB,-5.95072225074163e+01°)
1.30037330184010e+00	(-2.58321748004821e-01dB,-6.09216795203524e+01°)
1.33066288712196e+00	(-2.68354031980267e-01dB,-6.23722608225482e+01°)
1.36165800747998e+00	(-2.78709029036076e-01dB,-6.38601772653020e+01°)
1.39337509693724e+00	(-2.89397038390715e-01dB,-6.53867115223046e+01°)
1.42583097231439e+00	(-3.00430049751105e-01dB,-6.69532248307023e+01°)
1.45904284214617e+00	(-3.11822240499691e-01dB,-6.85611644301111e+01°)
1.49302831580557e+00	(-3.23590591627617e-01dB,-7.02120717567063e+01°)
1.52780541284058e+00	(-3.35755647300212e-01dB,-7.19075914479376e+01°)
1.56339257252837e+00	(-3.48342447765747e-01dB,-7.36494812090416e+01°)
1.59980866365206e+00	(-3.61381670997460e-01dB,-7.54396225842122e+01°)
1.63707299450519e+00	(-3.74911025109597e-01dB,-7.72800326615651e+01°)
1.67520532312923e+00	(-3.88976941329028e-01dB,-7.91728767199224e+01°)
1.71422586778956e+00	(-4.03636626242126e-01dB,-8.11204817944048e+01°)
1.75415531769545e+00	(-4.18960542248667e-01dB,-8.31253510935482e+01°)
1.79501484396977e+00	(-4.35035396665701e-01dB,-8.51901791388905e+01°)
1.83682611087420e+00	(-4.51967732657605e-01dB,-8.73178674133466e+01°)
1.87961128729588e+00	(-4.69888228894843e-01dB,-8.95115401904174e+01°)
1.92339305850168e+00	(-4.88956829084011e-01dB,-9.17745600640461e+01°)
1.96819463816622e+00	(-5.09368836419422e-01dB,-9.41105424986828e+01°)
2.01403978068004e+00	(-5.31362120192898e-01dB,-9.65233684590711e+01°)
2.06095279374456e+00	(-5.55225590101972e-01dB,-9.90171938462013e+01°)
2.10895855126025e+00	(-5.81309094983797e-01dB,-1.01596454045937e+02°)
2.15808250651518e+00	(-6.10034892096525e-01dB,-1.04265861377114e+02°)
2.20835070568067e+00	(-6.41910804123868e-01dB,-1.07030392597473e+02°)
2.25978980162129e+00	(-6.77545124934027e-01dB,-1.09895262888496e+02°)
2.31242706802658e+00	(-7.17663240267987e-01dB,-1.12865881910358e+02°)
2.36629041387193e+00	(-7.63125781744888e-01dB,-1.15947786639731e+02°)
2.42140839821627e+00	(-8.14947915500086e-01dB,-1.19146544863093e+02°)
2.47781024534448e+00	(-8.74319063659871e-01dB,-1.22467622545655e+02°)
2.53552586026246e+00	(-9.42621954134178e-01dB,-1.25916208063755e+02°)
2.59458584455320e+00	(-1.02144938778796e+00dB,-1.29496986810377e+02°)
2.65502151260214e+00	(-1.11261651705172e+00dB,-1.33213861397950e+02°)
2.71686490820041e+00	(-1.21816579394174e+00dB,-1.37069616105209e+02°)
2.78014882153498e+00	(-1.34036116314610e+00dB,-1.41065529854688e+02°)
2.84490680657434e+00	(-1.48166770179103e+00dB,-1.45200950203088e+02°)
