Freq.	V(out)
2.00000000000000e+00	(2.21482173071944e-02dB,-1.60691428725432e+01°)
2.04658598456151e+00	(2.31690256757415e-02dB,-1.64456011570623e+01°)
2.09425709610180e+00	(2.42356205658964e-02dB,-1.68309805711239e+01°)
2.14303861047521e+00	(2.53499453116361e-02dB,-1.72254995478083e+01°)
2.19295639228637e+00	(2.65140155428886e-02dB,-1.76293823385091e+01°)
2.24403690860393e+00	(2.77299209372128e-02dB,-1.80428591972631e+01°)
2.29630724299377e+00	(2.89998269244106e-02dB,-1.84661665724886e+01°)
2.34979510987906e+00	(3.03259763332868e-02dB,-1.88995473064906e+01°)
2.40452886923483e+00	(3.17106909697895e-02dB,-1.93432508431076e+01°)
2.46053754162476e+00	(3.31563731145229e-02dB,-1.97975334438956e+01°)
2.51785082358833e+00	(3.46655069274805e-02dB,-2.02626584132631e+01°)
2.57649910338627e+00	(3.62406597470973e-02dB,-2.07388963329956e+01°)
2.63651347711281e+00	(3.78844832705033e-02dB,-2.12265253066274e+01°)
2.69792576518331e+00	(3.95997146013322e-02dB,-2.17258312141456e+01°)
2.76076852920577e+00	(4.13891771518647e-02dB,-2.22371079775350e+01°)
2.82507508924551e+00	(4.32557813857943e-02dB,-2.27606578377017e+01°)
2.89087954149185e+00	(4.52025253890542e-02dB,-2.32967916433422e+01°)
2.95821677633641e+00	(4.72324952561868e-02dB,-2.38458291523580e+01°)
3.02712249687241e+00	(4.93488652818019e-02dB,-2.44080993464498e+01°)
3.09763323782496e+00	(5.15548979474948e-02dB,-2.49839407595656e+01°)
3.16978638492222e+00	(5.38539436977287e-02dB,-2.55737018209175e+01°)
3.24362019471786e+00	(5.62494405006579e-02dB,-2.61777412133318e+01°)
3.31917381487512e+00	(5.87449131941906e-02dB,-2.67964282477480e+01°)
3.39648730492349e+00	(6.13439726221702e-02dB,-2.74301432547427e+01°)
3.47560165749875e+00	(6.40503145718085e-02dB,-2.80792779940230e+01°)
3.55655882007784e+00	(6.68677185311241e-02dB,-2.87442360829105e+01°)
3.63940171721996e+00	(6.98000462935553e-02dB,-2.94254334449267e+01°)
3.72417427332573e+00	(7.28512404483568e-02dB,-3.01232987796930e+01°)
3.81092143592649e+00	(7.60253228078962e-02dB,-3.08382740554810e+01°)
3.89968919951609e+00	(7.93263928380299e-02dB,-3.15708150258856e+01°)
3.99052462993776e+00	(8.27586261759190e-02dB,-3.23213917722611e+01°)
4.08347588933905e+00	(8.63262733400503e-02dB,-3.30904892737544e+01°)
4.17859226170807e+00	(9.00336587613862e-02dB,-3.38786080069970e+01°)
4.27592417900446e+00	(9.38851802923080e-02dB,-3.46862645777920e+01°)
4.37552324789910e+00	(9.78853093816568e-02dB,-3.55139923874545e+01°)
4.47744227713667e+00	(1.02038592140011e-01dB,-3.63623423368455e+01°)
4.58173530553554e+00	(1.06349651560245e-01dB,-3.72318835716013e+01°)
4.68845763063984e+00	(1.10823191203575e-01dB,-3.81232042725988e+01°)
4.79766583803898e+00	(1.15464000712127e-01dB,-3.90369124963500e+01°)
4.90941783137005e+00	(1.20276963564431e-01dB,-3.99736370707900e+01°)
5.02377286301915e+00	(1.25267067551040e-01dB,-4.09340285528422e+01°)
5.14079156553772e+00	(1.30439418512365e-01dB,-4.19187602552420e+01°)
5.26053598379076e+00	(1.35799257949776e-01dB,-4.29285293514044e+01°)
5.38306960785382e+00	(1.41351985192494e-01dB,-4.39640580686693e+01°)
5.50845740667633e+00	(1.47103184874815e-01dB,-4.50260949821041e+01°)
5.63676586252890e+00	(1.53058660548758e-01dB,-4.61154164232251e+01°)
5.76806300625320e+00	(1.59224475321598e-01dB,-4.72328280205929e+01°)
5.90241845333276e+00	(1.65607000461954e-01dB,-4.83791663922991e+01°)
6.03990344080402e+00	(1.72212972954980e-01dB,-4.95553010139873e+01°)
6.18059086502717e+00	(1.79049562997372e-01dB,-5.07621362903200e+01°)
6.32455532033675e+00	(1.86124452395496e-01dB,-5.20006138628409e+01°)
6.47187313859255e+00	(1.93445924748785e-01dB,-5.32717151930917e+01°)
6.62262242965181e+00	(2.01022968147159e-01dB,-5.45764644667826e+01°)
6.77688312278404e+00	(2.08865390858128e-01dB,-5.59159318729371e+01°)
6.93473700905062e+00	(2.16983950097018e-01dB,-5.72912373214094e+01°)
7.09626778467150e+00	(2.25390493417953e-01dB,-5.87035546732140e+01°)
7.26156109540201e+00	(2.34098111483845e-01dB,-6.01541165709255e+01°)
7.43070458194344e+00	(2.43121299902635e-01dB,-6.16442199712364e+01°)
7.60378792641121e+00	(2.52476126371108e-01dB,-6.31752324988665e+01°)
7.78090289988560e+00	(2.62180397439700e-01dB,-6.47485997606472e+01°)
