Freq.	V(out)
1.07661392157076e+03	(-3.30850045447780e+01dB,-3.09643978138671e+01°)
1.10169148133526e+03	(-3.19534834975541e+01dB,-3.15968054924760e+01°)
1.12735317250577e+03	(-3.07883615462449e+01dB,-3.23526306623560e+01°)
1.15361260125063e+03	(-2.95873903046091e+01dB,-3.32523027907250e+01°)
1.18048369066655e+03	(-2.83479909636162e+01dB,-3.43207473201431e+01°)
1.20798068816080e+03	(-2.70672393938133e+01dB,-3.55887821120934e+01°)
1.23611817300543e+03	(-2.57418736412746e+01dB,-3.70950198682504e+01°)
1.26491106406734e+03	(-2.43683484731353e+01dB,-3.88884792513868e+01°)
1.29437462771850e+03	(-2.29429835812065e+01dB,-4.10321804239824e+01°)
1.32452448593035e+03	(-2.14622930875653e+01dB,-4.36080734851675e+01°)
1.35537662455680e+03	(-1.99236599506226e+01dB,-4.67236610880737e+01°)
1.38694740181012e+03	(-1.83266553320271e+01dB,-5.05204445405840e+01°)
1.41925355693429e+03	(-1.66755300632899e+01dB,-5.51833389033779e+01°)
1.45231221908039e+03	(-1.49837111469608e+01dB,-6.09472288583524e+01°)
1.48614091638868e+03	(-1.32812721564151e+01dB,-6.80894158243797e+01°)
1.52075758528223e+03	(-1.16252717439889e+01dB,-7.68823607001612e+01°)
1.55618057997711e+03	(-1.01080309959107e+01dB,-8.74674505245745e+01°)
1.59242868221398e+03	(-8.84837078857588e+00dB,-9.96423052175632e+01°)
1.62952111121644e+03	(-7.94830193473048e+00dB,-1.12699904910757e+02°)
1.66747753388133e+03	(-7.43204592051382e+00dB,-1.25589768428359e+02°)
1.70631807520636e+03	(-7.22889659896466e+00dB,-1.37396113711872e+02°)
1.74606332896065e+03	(-7.22116643179999e+00dB,-1.47685628664351e+02°)
1.78673436860384e+03	(-7.30177904025881e+00dB,-1.56470717238708e+02°)
1.82835275845948e+03	(-7.39844081690136e+00dB,-1.63991434401469e+02°)
1.87094056514878e+03	(-7.47107796708094e+00dB,-1.70542749900060e+02°)
1.91452036929054e+03	(-7.50145513960980e+00dB,-1.76394127688270e+02°)
1.95911527747377e+03	(-7.48427291854397e+00dB,1.78233228737470e+02°)
2.00000000000000e+03	(-7.42990229562063e+00dB,1.73677387278922e+02°)
