Frequency,Nominal,Min,Max
0.165,80381472.71704668,76553805.89898252,84612053.65563971
0.17,78017323.0006868,74302235.41808459,82123474.31324847
0.175,75788267.87993884,72179326.45681675,79777099.8083438
0.18,73683049.47183503,70174357.22187634,77561079.73780166
0.185,71691626.96183649,68277765.03275011,75464844.82316008
0.19,69805016.46325055,66480993.806873694,73478938.34158477
0.195,68015155.51366073,64776365.008612245,71594873.49053198
0.2,66314787.8968922,63156967.95589449,69805012.14771244
0.205,64697365.32029932,61616566.17953417,68102461.37349921
0.21,63156963.13815513,60149517.15979125,66480984.69870599
0.215,61688207.834567726,58750703.26248297,64934925.790814996
0.22,60286214.39508989,57415472.092897706,63459142.529355496
0.225,58946532.02878086,56139584.8025204,62048949.87123196
0.23,57665096.96999906,54919171.13835909,60700070.16840061
0.235,56438191.305497915,53750690.230655126,59408589.82797034
0.24,55262406.948134735,52630896.282129735,58170921.389790975
0.245,54134614.02196216,51556808.45854734,56983770.247602105
0.25,53051933.04110861,50525684.39241118,55844105.363644205
0.255,52011710.361731656,49534996.803871304,54749133.42860945
0.26,51011496.466438256,48582412.81922006,53696276.003136784
0.27,49122204.187194146,46783088.19405199,51707545.90097454
0.275,48229084.51192159,45932498.70465722,50767419.23341988
0.28,47367862.17172235,45112287.62961746,49860868.70804812
0.285,46536858.35948716,44320856.105019145,48986127.1594811
0.29,45734510.04790737,43556715.53342545,48141549.29581499
0.295,44959360.1776275,42818478.2392597,47325601.37035979
0.3,44210048.8265824,42104849.058650315,46536851.886204876
0.305,43485305.24792432,41414617.756504215,45773963.21508941
0.31,42783940.67847309,40746652.1774117,45035684.0273501
0.315,42104841.83207588,40099892.04884623,44320842.44282607
0.32,41446965.00296437,39473343.36531417,43628339.82386646
0.33,40191018.84800048,38277205.52516175,42306289.85253745
0.34,39008952.550002836,37151429.453546144,41062008.15170144
0.35,37894433.549801774,36089984.14173428,39888828.869600974
0.36,36841832.90591311,35087508.69307448,38780826.80467381
0.37,35846130.21106713,34139221.76730979,37732717.31768874
0.39,34007911.607254915,32388540.092800435,35797747.59202064
0.4,33157736.35899245,31578850.735202048,34902824.890920654
0.41,32349033.630806766,30808659.015769064,34051557.47411472
0.42,31578841.099834103,30075143.67463114,33240827.107009463
0.432,30701678.08148122,29239751.949846573,32317495.94944933
0.445,29804804.368176695,28385588.270128943,31373416.553231765
0.458,28958845.725422524,27579915.133787025,30482931.968124904
0.475,27922461.990117364,26592885.30844136,29391999.362333458
0.488,27178655.192491148,25884499.64363635,28609043.035268303
0.5,26526394.531665396,25263300.640278295,27922451.20144628
0.515,25753814.840645112,24527512.490846418,27109207.34076708
0.53,25024967.04456006,23833373.765153773,26341997.05371173
0.55,24115013.06685358,22966753.63920714,25384147.987201635
0.565,23474825.266922195,22357053.00506835,24710264.011906125
0.58,22867751.514535375,21778889.55905779,24071236.92877136
0.6,22105538.023585856,21052974.658551976,23268904.164148826
0.615,21566412.382293466,20539523.699275,22701401.408502784
0.63,21052960.20577704,20050523.65882199,22160923.35263026
0.645,20563390.32207163,19584268.65913083,21645584.552357834
0.66,20096074.39302717,19139207.901963137,21153670.967527796
0.675,19649528.82166245,18713928.43781272,20683620.917107485
0.688,19278273.514383826,18360353.71608353,20292824.05366814
0.7,18947815.982721746,18045633.883251593,19944972.355904084
0.715,18550343.234428305,17667090.441043176,19526577.908744544
0.732,18119567.606716424,17256830.241783626,19073127.52164776
0.75,17684738.578780517,16842709.796830803,18615410.258787073
0.765,17338012.90277991,16512496.899622349,18250433.782499168
0.78,17004623.488090403,16194985.20364978,17899495.476024035
0.8,16579552.982909778,15790158.860813996,17452050.06502868
0.82,16175218.737679154,15405081.336954445,17026432.29610756
0.84,15790139.590964448,15038342.002133293,16621083.051962161
0.86,15422972.16379033,14688661.447802024,16234588.249461107
0.88,15072495.202542657,14354876.575279903,15865662.358484784
0.9,14737596.009483892,14035927.672435343,15513134.118257375
0.92,14417258.643201284,13730847.176017523,15175934.116766002
