Freq.	V(out)
1.90605775069402e+00	(-4.51541899492872e-02dB,2.37722016405560e+01°)
1.95045553916761e+00	(-4.42707025026642e-02dB,2.30295558660338e+01°)
1.99588748498539e+00	(-4.33670487699329e-02dB,2.22992588945928e+01°)
2.04237767676641e+00	(-4.24496034692988e-02dB,2.15808921910836e+01°)
2.08995076422571e+00	(-4.15240996490371e-02dB,2.08740479806666e+01°)
2.13863197124398e+00	(-4.05956798536177e-02dB,2.01783284991169e+01°)
2.18844710924154e+00	(-3.96689444191243e-02dB,1.94933453081900e+01°)
2.23942259086394e+00	(-3.87479969147178e-02dB,1.88187186693294e+01°)
2.29158544398628e+00	(-3.78364867777103e-02dB,1.81540769696802e+01°)
2.34496332604374e+00	(-3.69376492116445e-02dB,1.74990561949869e+01°)
2.39958453869593e+00	(-3.60543424347838e-02dB,1.68532994445090e+01°)
2.45547804283279e+00	(-3.51890823788375e-02dB,1.62164564835833e+01°)
2.51267347393006e+00	(-3.43440749471664e-02dB,1.55881833299140e+01°)
2.57120115776237e+00	(-3.35212459471164e-02dB,1.49681418700718e+01°)
2.63109212648239e+00	(-3.27222688152265e-02dB,1.43559995030479e+01°)
2.69237813507450e+00	(-3.19485902542761e-02dB,1.37514288080324e+01°)
2.75509167819166e+00	(-3.12014539023317e-02dB,1.31541072338826e+01°)
2.81926600738455e+00	(-3.04819221505289e-02dB,1.25637168080041e+01°)
2.88493514873195e+00	(-2.97908962252867e-02dB,1.19799438626089e+01°)
2.95213392088184e+00	(-2.91291346458473e-02dB,1.14024787765215e+01°)
3.02089795351269e+00	(-2.84972701646376e-02dB,1.08310157308963e+01°)
3.09126370622481e+00	(-2.78958252933112e-02dB,1.02652524773776e+01°)
3.16326848787168e+00	(-2.73252265120381e-02dB,9.70489011738732e+00°)
3.23695047634163e+00	(-2.67858172551259e-02dB,9.14963289135860e+00°)
3.31234873880023e+00	(-2.62778697602802e-02dB,8.59918797685880e+00°)
3.38950325240427e+00	(-2.58015958641821e-02dB,8.05326529465097e+00°)
3.46845492549812e+00	(-2.53571568209335e-02dB,7.51157732184178e+00°)
3.54924561930389e+00	(-2.49446722160811e-02dB,6.97383891134960e+00°)
3.63191817011683e+00	(-2.45642280423175e-02dB,6.43976711700374e+00°)
3.71651641201770e+00	(-2.42158839990901e-02dB,5.90908102365491e+00°)
3.80308520011412e+00	(-2.38996800732445e-02dB,5.38150158173741e+00°)
3.89167043432343e+00	(-2.36156424527616e-02dB,4.85675144577762e+00°)
3.98231908370936e+00	(-2.33637888214822e-02dB,4.33455481639212e+00°)
4.07507921138571e+00	(-2.31441330782702e-02dB,3.81463728535943e+00°)
4.16999999999997e+00	(-2.29566895195566e-02dB,3.29672568338825e+00°)
4.26713177781072e+00	(-2.28014765203645e-02dB,2.78054793023592e+00°)
4.36652604537222e+00	(-2.26785197447544e-02dB,2.26583288685999e+00°)
4.46823550284079e+00	(-2.25878549129337e-02dB,1.75231020931021e+00°)
4.57231407791705e+00	(-2.25295301482584e-02dB,1.23971020408817e+00°)
4.67881695443916e+00	(-2.25036079239352e-02dB,7.27763684720299e-01°)
4.78780060164197e+00	(-2.25101666257566e-02dB,2.16201829303574e-01°)
4.89932280409781e+00	(-2.25493017432908e-02dB,-2.95243961204713e-01°)
5.01344269235458e+00	(-2.26211266988864e-02dB,-8.06842204172979e-01°)
5.13022077428760e+00	(-2.27257733205593e-02dB,-1.31886147617207e+00°)
5.24971896718164e+00	(-2.28633919607614e-02dB,-1.83157055375161e+00°)
5.37200063056033e+00	(-2.30341512607879e-02dB,-2.34523855432687e+00°)
5.49713059978018e+00	(-2.32382375560648e-02dB,-2.86013507738564e+00°)
5.62517522040716e+00	(-2.34758539148559e-02dB,-3.37653034623104e+00°)
5.75620238339399e+00	(-2.37472187996101e-02dB,-3.89469535048102e+00°)
5.89028156107685e+00	(-2.40525643359401e-02dB,-4.41490198955529e+00°)
6.02748384401048e+00	(-2.43921341714965e-02dB,-4.93742321739271e+00°)
6.16788197866138e+00	(-2.47661809028960e-02dB,-5.46253318865696e+00°)
6.31155040597895e+00	(-2.51749630451797e-02dB,-5.99050740670577e+00°)
6.45856530086500e+00	(-2.56187415144824e-02dB,-6.52162287362221e+00°)
6.60900461256280e+00	(-2.60977755907269e-02dB,-7.05615824263010e+00°)
6.76294810598669e+00	(-2.66123183228187e-02dB,-7.59439397324644e+00°)
6.92047740401458e+00	(-2.71626113345076e-02dB,-8.13661248955583e+00°)
7.08167603076542e+00	(-2.77488789850843e-02dB,-8.68309834203164e+00°)
7.24662945588485e+00	(-2.83713218341186e-02dB,-9.23413837337224e+00°)
7.41542513986226e+00	(-2.90301093546083e-02dB,-9.79002188886981e+00°)
7.58815258040358e+00	(-2.97253718346782e-02dB,-1.03510408318855e+01°)
7.76490335988410e+00	(-3.04571914019297e-02dB,-1.09174899650688e+01°)
7.94577119390668e+00	(-3.12255921004413e-02dB,-1.14896670580294e+01°)
8.13085198099099e+00	(-3.20305289442500e-02dB,-1.20678730822505e+01°)
8.32024385342017e+00	(-3.28718758662510e-02dB,-1.26524124141225e+01°)
8.51404722927188e+00	(-3.37494124758733e-02dB,-1.32435930470765e+01°)
8.71236486566128e+00	(-3.46628095334691e-02dB,-1.38417268139111e+01°)
8.91530191322424e+00	(-3.56116130439110e-02dB,-1.44471296205310e+01°)
9.12296597186957e+00	(-3.65952268668018e-02dB,-1.50601216924586e+01°)
9.33546714782991e+00	(-3.76128937353875e-02dB,-1.56810278356381e+01°)
9.55291811204154e+00	(-3.86636745719484e-02dB,-1.63101777132261e+01°)
9.77543415988400e+00	(-3.97464259829894e-02dB,-1.69479061402627e+01°)
1.00031332723112e+01	(-4.08597758140976e-02dB,-1.75945533983345e+01°)
1.02361361784065e+01	(-4.20020966416663e-02dB,-1.82504655725872e+01°)
1.04745664193949e+01	(-4.31714770772253e-02dB,-1.89159949137174e+01°)
1.07185504141461e+01	(-4.43656907598419e-02dB,-1.95915002278795e+01°)
1.09682175262037e+01	(-4.55821629138546e-02dB,-2.02773472977787e+01°)
1.12237001323752e+01	(-4.68179343529094e-02dB,-2.09739093386008e+01°)
1.14851336929201e+01	(-4.80696228179419e-02dB,-2.16815674928462e+01°)
1.17526568233727e+01	(-4.93333815466988e-02dB,-2.24007113686022e+01°)
1.20264113680379e+01	(-5.06048549857331e-02dB,-2.31317396263040e+01°)
1.23065424751987e+01	(-5.18791315755128e-02dB,-2.38750606196093e+01°)
1.25931986740763e+01	(-5.31506935626403e-02dB,-2.46310930966500e+01°)
1.28865319535816e+01	(-5.44133638259030e-02dB,-2.54002669686280e+01°)
1.31866978429020e+01	(-5.56602497420154e-02dB,-2.61830241535123e+01°)
1.34938554939654e+01	(-5.68836841674474e-02dB,-2.69798195034564e+01°)
1.38081677658239e+01	(-5.80751636746177e-02dB,-2.77911218255214e+01°)
1.41298013110046e+01	(-5.92252842570243e-02dB,-2.86174150063538e+01°)
1.44589266638705e+01	(-6.03236748113602e-02dB,-2.94591992526445e+01°)
1.47957183310400e+01	(-6.13589288181131e-02dB,-3.03169924604922e+01°)
1.51403548839131e+01	(-6.23185347801119e-02dB,-3.11913317282367e+01°)
1.54930190533520e+01	(-6.31888061445185e-02dB,-3.20827750289007e+01°)
1.58538978265673e+01	(-6.39548116342582e-02dB,-3.29919030601253e+01°)
1.62231825462614e+01	(-6.46003071558559e-02dB,-3.39193212913945e+01°)
1.66010690120807e+01	(-6.51076707394103e-02dB,-3.48656622304404e+01°)
1.69877575844314e+01	(-6.54578423127125e-02dB,-3.58315879330123e+01°)
1.73834532907128e+01	(-6.56302705259682e-02dB,-3.68177927826942e+01°)
1.77883659340263e+01	(-6.56028693386111e-02dB,-3.78250065701652e+01°)
1.82027102044148e+01	(-6.53519876722881e-02dB,-3.88539979042287e+01°)
1.86267057926950e+01	(-6.48523961402045e-02dB,-3.99055779900850e+01°)
1.90605775069401e+01	(-6.40772957079269e-02dB,-4.09806048136682e+01°)
1.95045553916760e+01	(-6.29983541476937e-02dB,-4.20799877744044e+01°)
1.99588748498539e+01	(-6.15857773501467e-02dB,-4.32046928124162e+01°)
2.04237767676640e+01	(-5.98084239924485e-02dB,-4.43557480799401e+01°)
2.08995076422571e+01	(-5.76339737712828e-02dB,-4.55342502104383e+01°)
2.13863197124397e+01	(-5.50291614490070e-02dB,-4.67413712424204e+01°)
2.18844710924153e+01	(-5.19600913913019e-02dB,-4.79783662581371e+01°)
2.23942259086393e+01	(-4.83926501674603e-02dB,-4.92465817997716e+01°)
2.29158544398627e+01	(-4.42930382261780e-02dB,-5.05474651271131e+01°)
2.34496332604374e+01	(-3.96284457459848e-02dB,-5.18825743803990e+01°)
2.39958453869592e+01	(-3.43679026028213e-02dB,-5.32535897092791e+01°)
2.45547804283278e+01	(-2.84833381218837e-02dB,-5.46623254226558e+01°)
2.51267347393005e+01	(-2.19508930222706e-02dB,-5.61107432030985e+01°)
2.57120115776236e+01	(-1.47525338647762e-02dB,-5.76009664117718e+01°)
2.63109212648238e+01	(-6.87802951695275e-03dB,-5.91352954829174e+01°)
2.69237813507449e+01	(1.67264021804508e-03dB,-6.07162243676866e+01°)
2.75509167819165e+01	(1.08863615129961e-02dB,-6.23464579313721e+01°)
2.81926600738454e+01	(2.07333529938228e-02dB,-6.40289301304650e+01°)
2.88493514873194e+01	(3.11629107168119e-02dB,-6.57668226896339e+01°)
2.95213392088183e+01	(4.20983044076615e-02dB,-6.75635838550804e+01°)
3.02089795351268e+01	(5.34306811344410e-02dB,-6.94229466091809e+01°)
3.09126370622480e+01	(6.50118167448469e-02dB,-7.13489454790814e+01°)
3.16326848787167e+01	(7.66455422113338e-02dB,-7.33459307440952e+01°)
3.23695047634162e+01	(8.80776644508983e-02dB,-7.54185784268547e+01°)
3.31234873880022e+01	(9.89842036405428e-02dB,-7.75718939243110e+01°)
3.38950325240426e+01	(1.08957787908185e-01dB,-7.98112064821180e+01°)
3.46845492549811e+01	(1.17492090435436e-01dB,-8.21421509314868e+01°)
3.54924561930388e+01	(1.23964275410330e-01dB,-8.45706321969129e+01°)
3.63191817011682e+01	(1.27615553262284e-01dB,-8.71027670769707e+01°)
3.71651641201768e+01	(1.27530150769568e-01dB,-8.97447967706339e+01°)
3.80308520011411e+01	(1.22613298530438e-01dB,-9.25029627031922e+01°)
3.89167043432342e+01	(1.11569246445243e-01dB,-9.53833376226659e+01°)
3.98231908370935e+01	(9.28808497753336e-02dB,-9.83916040286531e+01°)
4.07507921138569e+01	(6.47929195882112e-02dB,-1.01532773231367e+02°)
4.16999999999996e+01	(2.53022660353838e-02dB,-1.04810841310074e+02°)
4.26713177781070e+01	(-2.78419048435983e-02dB,-1.08228383591704e+02°)
4.36652604537221e+01	(-9.71230041511016e-02dB,-1.11786097544408e+02°)
4.46823550284078e+01	(-1.85223058181213e-01dB,-1.15482315345438e+02°)
4.57231407791704e+01	(-2.94965761517460e-01dB,-1.19312521249651e+02°)
4.67881695443914e+01	(-4.29234137426810e-01dB,-1.23268923497316e+02°)
4.78780060164196e+01	(-5.90863033227456e-01dB,-1.27340142680721e+02°)
4.89932280409779e+01	(-7.82510502386869e-01dB,-1.31511083839890e+02°)
5.01344269235456e+01	(-1.00651665358663e+00dB,-1.35763053396035e+02°)
5.13022077428758e+01	(-1.26476287689077e+00dB,-1.40074161116103e+02°)
5.24971896718163e+01	(-1.55854725658775e+00dB,-1.44420011912434e+02°)
5.37200063056032e+01	(-1.88849224836145e+00dB,-1.48774647658246e+02°)
5.49713059978016e+01	(-2.25449766659692e+00dB,-1.53111655181642e+02°)
5.62517522040714e+01	(-2.65574597479000e+00dB,-1.57405324916107e+02°)
5.75620238339397e+01	(-3.09075909385568e+00dB,-1.61631734667794e+02°)
5.89028156107683e+01	(-3.55749836184110e+00dB,-1.65769647690639e+02°)
6.02748384401046e+01	(-4.05349374340534e+00dB,-1.69801149229496e+02°)
6.16788197866136e+01	(-4.57598601206637e+00dB,-1.73711990747095e+02°)
6.31155040597893e+01	(-5.12206648707942e+00dB,-1.77491654523796e+02°)
6.45856530086498e+01	(-5.68880218798032e+00dB,1.78866815871879e+02°)
6.60900461256278e+01	(-6.27333872887816e+00dB,1.75367155827371e+02°)
6.76294810598667e+01	(-6.87297772252559e+00dB,1.72010323647183e+02°)
6.92047740401456e+01	(-7.48522908459529e+00dB,1.68794988297473e+02°)
7.08167603076540e+01	(-8.10784106425933e+00dB,1.65718013971634e+02°)
7.24662945588482e+01	(-8.73881209531416e+00dB,1.62774909184975e+02°)
7.41542513986223e+01	(-9.37638889874363e+00dB,1.59960221580346e+02°)
7.58815258040355e+01	(-1.00190549820848e+01dB,1.57267870403433e+02°)
7.76490335988408e+01	(-1.06655130588096e+01dB,1.54691416279437e+02°)
7.94577119390666e+01	(-1.13146641685853e+01dB,1.52224272760323e+02°)
8.13085198099097e+01	(-1.19655855561274e+01dB,1.49859866693712e+02°)
8.32024385342014e+01	(-1.26175087369279e+01dB,1.47591755433592e+02°)
8.51404722927185e+01	(-1.32697986708458e+01dB,1.45413708839863e+02°)
8.71236486566125e+01	(-1.39219345795108e+01dB,1.43319763342825e+02°)
8.91530191322422e+01	(-1.45734926661950e+01dB,1.41304254394643e+02°)
9.12296597186954e+01	(-1.52241308071753e+01dB,1.39361832597087e+02°)
9.33546714782988e+01	(-1.58735751612684e+01dB,1.37487467803914e+02°)
9.55291811204151e+01	(-1.65216085711932e+01dB,1.35676444609618e+02°)
9.77543415988397e+01	(-1.71680605920108e+01dB,1.33924351878597e+02°)
1.00031332723112e+02	(-1.78127989668090e+01dB,1.32227068342260e+02°)
1.02361361784065e+02	(-1.84557223696708e+01dB,1.30580745786330e+02°)
1.04745664193948e+02	(-1.90967542448543e+01dB,1.28981790951073e+02°)
1.07185504141460e+02	(-1.97358375849099e+01dB,1.27426846956550e+02°)
1.09682175262036e+02	(-2.03729305064550e+01dB,1.25912774826878e+02°)
1.12237001323751e+02	(-2.10080024987773e+01dB,1.24436635507518e+02°)
1.14851336929200e+02	(-2.16410312362938e+01dB,1.22995672635373e+02°)
1.17526568233726e+02	(-2.22719998605716e+01dB,1.21587296222779e+02°)
1.20264113680378e+02	(-2.29008946508396e+01dB,1.20209067345189e+02°)
1.23065424751987e+02	(-2.35277030136042e+01dB,1.18858683871845e+02°)
1.25931986740763e+02	(-2.41524117321636e+01dB,1.17533967244005e+02°)
1.28865319535815e+02	(-2.47750054255958e+01dB,1.16232850282383e+02°)
1.31866978429020e+02	(-2.53954651743168e+01dB,1.14953365991331e+02°)
1.34938554939654e+02	(-2.60137672757128e+01dB,1.13693637319721e+02°)
1.38081677658239e+02	(-2.66298820987972e+01dB,1.12451867835656e+02°)
